image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0027060,1,0,0,0,0,0,0
ISIC_0027063,1,0,0,0,0,0,0
ISIC_0027065,1,0,0,0,0,0,0
ISIC_0027067,1,0,0,0,0,0,0
ISIC_0027069,1,0,0,0,0,0,0
ISIC_0027071,1,0,0,0,0,0,0
ISIC_0027076,1,0,0,0,0,0,0
ISIC_0027089,1,0,0,0,0,0,0
ISIC_0027100,1,0,0,0,0,0,0
ISIC_0027101,1,0,0,0,0,0,0
ISIC_0027102,1,0,0,0,0,0,0
ISIC_0027105,1,0,0,0,0,0,0
ISIC_0027125,1,0,0,0,0,0,0
ISIC_0027126,1,0,0,0,0,0,0
ISIC_0027130,1,0,0,0,0,0,0
ISIC_0027144,1,0,0,0,0,0,0
ISIC_0027149,1,0,0,0,0,0,0
ISIC_0027155,1,0,0,0,0,0,0
ISIC_0027163,1,0,0,0,0,0,0
ISIC_0027171,1,0,0,0,0,0,0
ISIC_0027174,1,0,0,0,0,0,0
ISIC_0027179,1,0,0,0,0,0,0
ISIC_0027187,1,0,0,0,0,0,0
ISIC_0027190,1,0,0,0,0,0,0
ISIC_0027204,1,0,0,0,0,0,0
ISIC_0027234,1,0,0,0,0,0,0
ISIC_0027238,1,0,0,0,0,0,0
ISIC_0027253,1,0,0,0,0,0,0
ISIC_0027260,1,0,0,0,0,0,0
ISIC_0027261,1,0,0,0,0,0,0
ISIC_0027263,1,0,0,0,0,0,0
ISIC_0027277,1,0,0,0,0,0,0
ISIC_0027282,1,0,0,0,0,0,0
ISIC_0027300,1,0,0,0,0,0,0
ISIC_0027302,1,0,0,0,0,0,0
ISIC_0027306,1,0,0,0,0,0,0
ISIC_0027327,1,0,0,0,0,0,0
ISIC_0027328,1,0,0,0,0,0,0
ISIC_0027350,1,0,0,0,0,0,0
ISIC_0027352,1,0,0,0,0,0,0
ISIC_0027359,1,0,0,0,0,0,0
ISIC_0027387,1,0,0,0,0,0,0
ISIC_0027402,1,0,0,0,0,0,0
ISIC_0027407,1,0,0,0,0,0,0
ISIC_0027420,1,0,0,0,0,0,0
ISIC_0027436,1,0,0,0,0,0,0
ISIC_0027442,1,0,0,0,0,0,0
ISIC_0027480,1,0,0,0,0,0,0
ISIC_0027487,1,0,0,0,0,0,0
ISIC_0027502,1,0,0,0,0,0,0
ISIC_0027507,1,0,0,0,0,0,0
ISIC_0027517,1,0,0,0,0,0,0
ISIC_0027552,1,0,0,0,0,0,0
ISIC_0027560,1,0,0,0,0,0,0
ISIC_0027561,1,0,0,0,0,0,0
ISIC_0027573,1,0,0,0,0,0,0
ISIC_0027590,1,0,0,0,0,0,0
ISIC_0027604,1,0,0,0,0,0,0
ISIC_0027616,1,0,0,0,0,0,0
ISIC_0027620,1,0,0,0,0,0,0
ISIC_0027622,1,0,0,0,0,0,0
ISIC_0027651,1,0,0,0,0,0,0
ISIC_0027659,1,0,0,0,0,0,0
ISIC_0027663,1,0,0,0,0,0,0
ISIC_0027669,1,0,0,0,0,0,0
ISIC_0027673,1,0,0,0,0,0,0
ISIC_0027693,1,0,0,0,0,0,0
ISIC_0027702,1,0,0,0,0,0,0
ISIC_0027721,1,0,0,0,0,0,0
ISIC_0024306,0,1,0,0,0,0,0
ISIC_0024307,0,1,0,0,0,0,0
ISIC_0024308,0,1,0,0,0,0,0
ISIC_0024309,0,1,0,0,0,0,0
ISIC_0024311,0,1,0,0,0,0,0
ISIC_0024314,0,1,0,0,0,0,0
ISIC_0024316,0,1,0,0,0,0,0
ISIC_0024317,0,1,0,0,0,0,0
ISIC_0024319,0,1,0,0,0,0,0
ISIC_0024320,0,1,0,0,0,0,0
ISIC_0024321,0,1,0,0,0,0,0
ISIC_0024322,0,1,0,0,0,0,0
ISIC_0024325,0,1,0,0,0,0,0
ISIC_0024326,0,1,0,0,0,0,0
ISIC_0024327,0,1,0,0,0,0,0
ISIC_0024328,0,1,0,0,0,0,0
ISIC_0024334,0,1,0,0,0,0,0
ISIC_0024335,0,1,0,0,0,0,0
ISIC_0024339,0,1,0,0,0,0,0
ISIC_0024340,0,1,0,0,0,0,0
ISIC_0024341,0,1,0,0,0,0,0
ISIC_0024342,0,1,0,0,0,0,0
ISIC_0024343,0,1,0,0,0,0,0
ISIC_0024344,0,1,0,0,0,0,0
ISIC_0024346,0,1,0,0,0,0,0
ISIC_0024347,0,1,0,0,0,0,0
ISIC_0024348,0,1,0,0,0,0,0
ISIC_0024349,0,1,0,0,0,0,0
ISIC_0024350,0,1,0,0,0,0,0
ISIC_0024352,0,1,0,0,0,0,0
ISIC_0024353,0,1,0,0,0,0,0
ISIC_0024354,0,1,0,0,0,0,0
ISIC_0024355,0,1,0,0,0,0,0
ISIC_0024356,0,1,0,0,0,0,0
ISIC_0024357,0,1,0,0,0,0,0
ISIC_0024359,0,1,0,0,0,0,0
ISIC_0024361,0,1,0,0,0,0,0
ISIC_0024362,0,1,0,0,0,0,0
ISIC_0024363,0,1,0,0,0,0,0
ISIC_0024364,0,1,0,0,0,0,0
ISIC_0024365,0,1,0,0,0,0,0
ISIC_0024366,0,1,0,0,0,0,0
ISIC_0024368,0,1,0,0,0,0,0
ISIC_0024369,0,1,0,0,0,0,0
ISIC_0024373,0,1,0,0,0,0,0
ISIC_0024374,0,1,0,0,0,0,0
ISIC_0024376,0,1,0,0,0,0,0
ISIC_0024377,0,1,0,0,0,0,0
ISIC_0024378,0,1,0,0,0,0,0
ISIC_0024379,0,1,0,0,0,0,0
ISIC_0024380,0,1,0,0,0,0,0
ISIC_0024384,0,1,0,0,0,0,0
ISIC_0024385,0,1,0,0,0,0,0
ISIC_0024387,0,1,0,0,0,0,0
ISIC_0024388,0,1,0,0,0,0,0
ISIC_0024389,0,1,0,0,0,0,0
ISIC_0024390,0,1,0,0,0,0,0
ISIC_0024391,0,1,0,0,0,0,0
ISIC_0024392,0,1,0,0,0,0,0
ISIC_0024393,0,1,0,0,0,0,0
ISIC_0024394,0,1,0,0,0,0,0
ISIC_0024395,0,1,0,0,0,0,0
ISIC_0024397,0,1,0,0,0,0,0
ISIC_0024398,0,1,0,0,0,0,0
ISIC_0024399,0,1,0,0,0,0,0
ISIC_0024401,0,1,0,0,0,0,0
ISIC_0024404,0,1,0,0,0,0,0
ISIC_0024405,0,1,0,0,0,0,0
ISIC_0024406,0,1,0,0,0,0,0
ISIC_0024407,0,1,0,0,0,0,0
ISIC_0024413,0,1,0,0,0,0,0
ISIC_0024414,0,1,0,0,0,0,0
ISIC_0024415,0,1,0,0,0,0,0
ISIC_0024416,0,1,0,0,0,0,0
ISIC_0024417,0,1,0,0,0,0,0
ISIC_0024419,0,1,0,0,0,0,0
ISIC_0024421,0,1,0,0,0,0,0
ISIC_0024423,0,1,0,0,0,0,0
ISIC_0024424,0,1,0,0,0,0,0
ISIC_0024425,0,1,0,0,0,0,0
ISIC_0024427,0,1,0,0,0,0,0
ISIC_0024428,0,1,0,0,0,0,0
ISIC_0024429,0,1,0,0,0,0,0
ISIC_0024430,0,1,0,0,0,0,0
ISIC_0024433,0,1,0,0,0,0,0
ISIC_0024434,0,1,0,0,0,0,0
ISIC_0024437,0,1,0,0,0,0,0
ISIC_0024438,0,1,0,0,0,0,0
ISIC_0024439,0,1,0,0,0,0,0
ISIC_0024440,0,1,0,0,0,0,0
ISIC_0024441,0,1,0,0,0,0,0
ISIC_0024442,0,1,0,0,0,0,0
ISIC_0024444,0,1,0,0,0,0,0
ISIC_0024447,0,1,0,0,0,0,0
ISIC_0024451,0,1,0,0,0,0,0
ISIC_0024455,0,1,0,0,0,0,0
ISIC_0024456,0,1,0,0,0,0,0
ISIC_0024458,0,1,0,0,0,0,0
ISIC_0024460,0,1,0,0,0,0,0
ISIC_0024462,0,1,0,0,0,0,0
ISIC_0024464,0,1,0,0,0,0,0
ISIC_0024465,0,1,0,0,0,0,0
ISIC_0024466,0,1,0,0,0,0,0
ISIC_0024467,0,1,0,0,0,0,0
ISIC_0024469,0,1,0,0,0,0,0
ISIC_0024473,0,1,0,0,0,0,0
ISIC_0024474,0,1,0,0,0,0,0
ISIC_0024476,0,1,0,0,0,0,0
ISIC_0024478,0,1,0,0,0,0,0
ISIC_0024479,0,1,0,0,0,0,0
ISIC_0024480,0,1,0,0,0,0,0
ISIC_0024483,0,1,0,0,0,0,0
ISIC_0024484,0,1,0,0,0,0,0
ISIC_0024485,0,1,0,0,0,0,0
ISIC_0024486,0,1,0,0,0,0,0
ISIC_0024487,0,1,0,0,0,0,0
ISIC_0024488,0,1,0,0,0,0,0
ISIC_0024491,0,1,0,0,0,0,0
ISIC_0024492,0,1,0,0,0,0,0
ISIC_0024493,0,1,0,0,0,0,0
ISIC_0024497,0,1,0,0,0,0,0
ISIC_0024499,0,1,0,0,0,0,0
ISIC_0024500,0,1,0,0,0,0,0
ISIC_0024501,0,1,0,0,0,0,0
ISIC_0024502,0,1,0,0,0,0,0
ISIC_0024503,0,1,0,0,0,0,0
ISIC_0024506,0,1,0,0,0,0,0
ISIC_0024507,0,1,0,0,0,0,0
ISIC_0024508,0,1,0,0,0,0,0
ISIC_0024509,0,1,0,0,0,0,0
ISIC_0024510,0,1,0,0,0,0,0
ISIC_0024512,0,1,0,0,0,0,0
ISIC_0024513,0,1,0,0,0,0,0
ISIC_0024514,0,1,0,0,0,0,0
ISIC_0024518,0,1,0,0,0,0,0
ISIC_0024519,0,1,0,0,0,0,0
ISIC_0024520,0,1,0,0,0,0,0
ISIC_0024521,0,1,0,0,0,0,0
ISIC_0024523,0,1,0,0,0,0,0
ISIC_0024524,0,1,0,0,0,0,0
ISIC_0024526,0,1,0,0,0,0,0
ISIC_0024527,0,1,0,0,0,0,0
ISIC_0024528,0,1,0,0,0,0,0
ISIC_0024529,0,1,0,0,0,0,0
ISIC_0024530,0,1,0,0,0,0,0
ISIC_0024531,0,1,0,0,0,0,0
ISIC_0024532,0,1,0,0,0,0,0
ISIC_0024533,0,1,0,0,0,0,0
ISIC_0024534,0,1,0,0,0,0,0
ISIC_0024535,0,1,0,0,0,0,0
ISIC_0024536,0,1,0,0,0,0,0
ISIC_0024538,0,1,0,0,0,0,0
ISIC_0024540,0,1,0,0,0,0,0
ISIC_0024541,0,1,0,0,0,0,0
ISIC_0024542,0,1,0,0,0,0,0
ISIC_0024543,0,1,0,0,0,0,0
ISIC_0024544,0,1,0,0,0,0,0
ISIC_0024548,0,1,0,0,0,0,0
ISIC_0024549,0,1,0,0,0,0,0
ISIC_0024551,0,1,0,0,0,0,0
ISIC_0024555,0,1,0,0,0,0,0
ISIC_0024556,0,1,0,0,0,0,0
ISIC_0024557,0,1,0,0,0,0,0
ISIC_0024558,0,1,0,0,0,0,0
ISIC_0024559,0,1,0,0,0,0,0
ISIC_0024560,0,1,0,0,0,0,0
ISIC_0024561,0,1,0,0,0,0,0
ISIC_0024563,0,1,0,0,0,0,0
ISIC_0024565,0,1,0,0,0,0,0
ISIC_0024566,0,1,0,0,0,0,0
ISIC_0024567,0,1,0,0,0,0,0
ISIC_0024568,0,1,0,0,0,0,0
ISIC_0024569,0,1,0,0,0,0,0
ISIC_0024570,0,1,0,0,0,0,0
ISIC_0024574,0,1,0,0,0,0,0
ISIC_0024576,0,1,0,0,0,0,0
ISIC_0024577,0,1,0,0,0,0,0
ISIC_0024578,0,1,0,0,0,0,0
ISIC_0024580,0,1,0,0,0,0,0
ISIC_0024583,0,1,0,0,0,0,0
ISIC_0024584,0,1,0,0,0,0,0
ISIC_0024585,0,1,0,0,0,0,0
ISIC_0024587,0,1,0,0,0,0,0
ISIC_0024588,0,1,0,0,0,0,0
ISIC_0024589,0,1,0,0,0,0,0
ISIC_0024591,0,1,0,0,0,0,0
ISIC_0024593,0,1,0,0,0,0,0
ISIC_0024594,0,1,0,0,0,0,0
ISIC_0024596,0,1,0,0,0,0,0
ISIC_0024597,0,1,0,0,0,0,0
ISIC_0024598,0,1,0,0,0,0,0
ISIC_0024599,0,1,0,0,0,0,0
ISIC_0024600,0,1,0,0,0,0,0
ISIC_0024601,0,1,0,0,0,0,0
ISIC_0024603,0,1,0,0,0,0,0
ISIC_0024604,0,1,0,0,0,0,0
ISIC_0024605,0,1,0,0,0,0,0
ISIC_0024606,0,1,0,0,0,0,0
ISIC_0024607,0,1,0,0,0,0,0
ISIC_0024608,0,1,0,0,0,0,0
ISIC_0024609,0,1,0,0,0,0,0
ISIC_0024610,0,1,0,0,0,0,0
ISIC_0024611,0,1,0,0,0,0,0
ISIC_0024613,0,1,0,0,0,0,0
ISIC_0024614,0,1,0,0,0,0,0
ISIC_0024615,0,1,0,0,0,0,0
ISIC_0024616,0,1,0,0,0,0,0
ISIC_0024617,0,1,0,0,0,0,0
ISIC_0024618,0,1,0,0,0,0,0
ISIC_0024619,0,1,0,0,0,0,0
ISIC_0024620,0,1,0,0,0,0,0
ISIC_0024621,0,1,0,0,0,0,0
ISIC_0024622,0,1,0,0,0,0,0
ISIC_0024625,0,1,0,0,0,0,0
ISIC_0024627,0,1,0,0,0,0,0
ISIC_0024628,0,1,0,0,0,0,0
ISIC_0024629,0,1,0,0,0,0,0
ISIC_0024631,0,1,0,0,0,0,0
ISIC_0024633,0,1,0,0,0,0,0
ISIC_0024636,0,1,0,0,0,0,0
ISIC_0024637,0,1,0,0,0,0,0
ISIC_0024638,0,1,0,0,0,0,0
ISIC_0024639,0,1,0,0,0,0,0
ISIC_0024641,0,1,0,0,0,0,0
ISIC_0024642,0,1,0,0,0,0,0
ISIC_0024645,0,1,0,0,0,0,0
ISIC_0024648,0,1,0,0,0,0,0
ISIC_0024649,0,1,0,0,0,0,0
ISIC_0024650,0,1,0,0,0,0,0
ISIC_0024651,0,1,0,0,0,0,0
ISIC_0024653,0,1,0,0,0,0,0
ISIC_0024655,0,1,0,0,0,0,0
ISIC_0024656,0,1,0,0,0,0,0
ISIC_0024657,0,1,0,0,0,0,0
ISIC_0024658,0,1,0,0,0,0,0
ISIC_0024659,0,1,0,0,0,0,0
ISIC_0024660,0,1,0,0,0,0,0
ISIC_0024661,0,1,0,0,0,0,0
ISIC_0024663,0,1,0,0,0,0,0
ISIC_0024664,0,1,0,0,0,0,0
ISIC_0024667,0,1,0,0,0,0,0
ISIC_0024668,0,1,0,0,0,0,0
ISIC_0024670,0,1,0,0,0,0,0
ISIC_0024671,0,1,0,0,0,0,0
ISIC_0024674,0,1,0,0,0,0,0
ISIC_0024677,0,1,0,0,0,0,0
ISIC_0024678,0,1,0,0,0,0,0
ISIC_0024680,0,1,0,0,0,0,0
ISIC_0024681,0,1,0,0,0,0,0
ISIC_0024682,0,1,0,0,0,0,0
ISIC_0024683,0,1,0,0,0,0,0
ISIC_0024684,0,1,0,0,0,0,0
ISIC_0024685,0,1,0,0,0,0,0
ISIC_0024686,0,1,0,0,0,0,0
ISIC_0024687,0,1,0,0,0,0,0
ISIC_0024689,0,1,0,0,0,0,0
ISIC_0024690,0,1,0,0,0,0,0
ISIC_0024691,0,1,0,0,0,0,0
ISIC_0024692,0,1,0,0,0,0,0
ISIC_0024693,0,1,0,0,0,0,0
ISIC_0024694,0,1,0,0,0,0,0
ISIC_0024695,0,1,0,0,0,0,0
ISIC_0024697,0,1,0,0,0,0,0
ISIC_0024698,0,1,0,0,0,0,0
ISIC_0024699,0,1,0,0,0,0,0
ISIC_0024703,0,1,0,0,0,0,0
ISIC_0024704,0,1,0,0,0,0,0
ISIC_0024712,0,1,0,0,0,0,0
ISIC_0024713,0,1,0,0,0,0,0
ISIC_0024714,0,1,0,0,0,0,0
ISIC_0024715,0,1,0,0,0,0,0
ISIC_0024716,0,1,0,0,0,0,0
ISIC_0024717,0,1,0,0,0,0,0
ISIC_0024718,0,1,0,0,0,0,0
ISIC_0024719,0,1,0,0,0,0,0
ISIC_0024720,0,1,0,0,0,0,0
ISIC_0024721,0,1,0,0,0,0,0
ISIC_0024722,0,1,0,0,0,0,0
ISIC_0024723,0,1,0,0,0,0,0
ISIC_0024724,0,1,0,0,0,0,0
ISIC_0024725,0,1,0,0,0,0,0
ISIC_0024727,0,1,0,0,0,0,0
ISIC_0024728,0,1,0,0,0,0,0
ISIC_0024730,0,1,0,0,0,0,0
ISIC_0024731,0,1,0,0,0,0,0
ISIC_0024734,0,1,0,0,0,0,0
ISIC_0024735,0,1,0,0,0,0,0
ISIC_0024736,0,1,0,0,0,0,0
ISIC_0024737,0,1,0,0,0,0,0
ISIC_0024738,0,1,0,0,0,0,0
ISIC_0024742,0,1,0,0,0,0,0
ISIC_0024744,0,1,0,0,0,0,0
ISIC_0024745,0,1,0,0,0,0,0
ISIC_0024746,0,1,0,0,0,0,0
ISIC_0024749,0,1,0,0,0,0,0
ISIC_0024750,0,1,0,0,0,0,0
ISIC_0024751,0,1,0,0,0,0,0
ISIC_0024752,0,1,0,0,0,0,0
ISIC_0024753,0,1,0,0,0,0,0
ISIC_0024754,0,1,0,0,0,0,0
ISIC_0024331,0,0,1,0,0,0,0
ISIC_0024332,0,0,1,0,0,0,0
ISIC_0024345,0,0,1,0,0,0,0
ISIC_0024360,0,0,1,0,0,0,0
ISIC_0024403,0,0,1,0,0,0,0
ISIC_0024411,0,0,1,0,0,0,0
