image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0027060,1,0,0,0,0,0,0
ISIC_0027063,1,0,0,0,0,0,0
ISIC_0027065,1,0,0,0,0,0,0
ISIC_0027067,1,0,0,0,0,0,0
ISIC_0027069,1,0,0,0,0,0,0
ISIC_0027071,1,0,0,0,0,0,0
ISIC_0027076,1,0,0,0,0,0,0
ISIC_0027089,1,0,0,0,0,0,0
ISIC_0027100,1,0,0,0,0,0,0
ISIC_0027101,1,0,0,0,0,0,0
ISIC_0027102,1,0,0,0,0,0,0
ISIC_0027105,1,0,0,0,0,0,0
ISIC_0027125,1,0,0,0,0,0,0
ISIC_0027126,1,0,0,0,0,0,0
ISIC_0027130,1,0,0,0,0,0,0
ISIC_0027144,1,0,0,0,0,0,0
ISIC_0027149,1,0,0,0,0,0,0
ISIC_0027155,1,0,0,0,0,0,0
ISIC_0027163,1,0,0,0,0,0,0
ISIC_0027171,1,0,0,0,0,0,0
ISIC_0027174,1,0,0,0,0,0,0
ISIC_0027179,1,0,0,0,0,0,0
ISIC_0027187,1,0,0,0,0,0,0
ISIC_0027190,1,0,0,0,0,0,0
ISIC_0027204,1,0,0,0,0,0,0
ISIC_0027234,1,0,0,0,0,0,0
ISIC_0027238,1,0,0,0,0,0,0
ISIC_0027253,1,0,0,0,0,0,0
ISIC_0027260,1,0,0,0,0,0,0
ISIC_0027261,1,0,0,0,0,0,0
ISIC_0027263,1,0,0,0,0,0,0
ISIC_0027277,1,0,0,0,0,0,0
ISIC_0027282,1,0,0,0,0,0,0
ISIC_0027300,1,0,0,0,0,0,0
ISIC_0027302,1,0,0,0,0,0,0
ISIC_0027306,1,0,0,0,0,0,0
ISIC_0027327,1,0,0,0,0,0,0
ISIC_0027328,1,0,0,0,0,0,0
ISIC_0027350,1,0,0,0,0,0,0
ISIC_0027352,1,0,0,0,0,0,0
ISIC_0027359,1,0,0,0,0,0,0
ISIC_0027387,1,0,0,0,0,0,0
ISIC_0027402,1,0,0,0,0,0,0
ISIC_0027407,1,0,0,0,0,0,0
ISIC_0027420,1,0,0,0,0,0,0
ISIC_0027436,1,0,0,0,0,0,0
ISIC_0027442,1,0,0,0,0,0,0
ISIC_0027480,1,0,0,0,0,0,0
ISIC_0027487,1,0,0,0,0,0,0
ISIC_0027502,1,0,0,0,0,0,0
ISIC_0027507,1,0,0,0,0,0,0
ISIC_0027517,1,0,0,0,0,0,0
ISIC_0027552,1,0,0,0,0,0,0
ISIC_0027560,1,0,0,0,0,0,0
ISIC_0027561,1,0,0,0,0,0,0
ISIC_0027573,1,0,0,0,0,0,0
ISIC_0027590,1,0,0,0,0,0,0
ISIC_0027604,1,0,0,0,0,0,0
ISIC_0027616,1,0,0,0,0,0,0
ISIC_0027620,1,0,0,0,0,0,0
ISIC_0027622,1,0,0,0,0,0,0
ISIC_0027651,1,0,0,0,0,0,0
ISIC_0027659,1,0,0,0,0,0,0
ISIC_0027663,1,0,0,0,0,0,0
ISIC_0027669,1,0,0,0,0,0,0
ISIC_0027673,1,0,0,0,0,0,0
ISIC_0027693,1,0,0,0,0,0,0
ISIC_0027702,1,0,0,0,0,0,0
ISIC_0027721,1,0,0,0,0,0,0
ISIC_0027742,1,0,0,0,0,0,0
ISIC_0027769,1,0,0,0,0,0,0
ISIC_0027776,1,0,0,0,0,0,0
ISIC_0027793,1,0,0,0,0,0,0
ISIC_0027797,1,0,0,0,0,0,0
ISIC_0027822,1,0,0,0,0,0,0
ISIC_0027832,1,0,0,0,0,0,0
ISIC_0027838,1,0,0,0,0,0,0
ISIC_0027863,1,0,0,0,0,0,0
ISIC_0027872,1,0,0,0,0,0,0
ISIC_0027900,1,0,0,0,0,0,0
ISIC_0027904,1,0,0,0,0,0,0
ISIC_0027956,1,0,0,0,0,0,0
ISIC_0027964,1,0,0,0,0,0,0
ISIC_0028003,1,0,0,0,0,0,0
ISIC_0028017,1,0,0,0,0,0,0
ISIC_0028022,1,0,0,0,0,0,0
ISIC_0028026,1,0,0,0,0,0,0
ISIC_0028029,1,0,0,0,0,0,0
ISIC_0028033,1,0,0,0,0,0,0
ISIC_0028041,1,0,0,0,0,0,0
ISIC_0028051,1,0,0,0,0,0,0
ISIC_0028056,1,0,0,0,0,0,0
ISIC_0028065,1,0,0,0,0,0,0
ISIC_0028069,1,0,0,0,0,0,0
ISIC_0028075,1,0,0,0,0,0,0
ISIC_0028082,1,0,0,0,0,0,0
ISIC_0028086,1,0,0,0,0,0,0
ISIC_0028087,1,0,0,0,0,0,0
ISIC_0028103,1,0,0,0,0,0,0
ISIC_0028109,1,0,0,0,0,0,0
ISIC_0028114,1,0,0,0,0,0,0
ISIC_0028126,1,0,0,0,0,0,0
ISIC_0028127,1,0,0,0,0,0,0
ISIC_0028148,1,0,0,0,0,0,0
ISIC_0028156,1,0,0,0,0,0,0
ISIC_0028173,1,0,0,0,0,0,0
ISIC_0028198,1,0,0,0,0,0,0
ISIC_0028211,1,0,0,0,0,0,0
ISIC_0028215,1,0,0,0,0,0,0
ISIC_0028218,1,0,0,0,0,0,0
ISIC_0028219,1,0,0,0,0,0,0
ISIC_0028220,1,0,0,0,0,0,0
ISIC_0028225,1,0,0,0,0,0,0
ISIC_0028227,1,0,0,0,0,0,0
ISIC_0028228,1,0,0,0,0,0,0
ISIC_0028285,1,0,0,0,0,0,0
ISIC_0028288,1,0,0,0,0,0,0
ISIC_0028291,1,0,0,0,0,0,0
ISIC_0028306,1,0,0,0,0,0,0
ISIC_0028317,1,0,0,0,0,0,0
ISIC_0028325,1,0,0,0,0,0,0
ISIC_0028326,1,0,0,0,0,0,0
ISIC_0028352,1,0,0,0,0,0,0
ISIC_0028361,1,0,0,0,0,0,0
ISIC_0028410,1,0,0,0,0,0,0
ISIC_0028412,1,0,0,0,0,0,0
ISIC_0028415,1,0,0,0,0,0,0
ISIC_0028418,1,0,0,0,0,0,0
ISIC_0028442,1,0,0,0,0,0,0
ISIC_0028445,1,0,0,0,0,0,0
ISIC_0028460,1,0,0,0,0,0,0
ISIC_0028463,1,0,0,0,0,0,0
ISIC_0028465,1,0,0,0,0,0,0
ISIC_0028467,1,0,0,0,0,0,0
ISIC_0028481,1,0,0,0,0,0,0
ISIC_0028489,1,0,0,0,0,0,0
ISIC_0028493,1,0,0,0,0,0,0
ISIC_0028505,1,0,0,0,0,0,0
ISIC_0028508,1,0,0,0,0,0,0
ISIC_0028512,1,0,0,0,0,0,0
ISIC_0028519,1,0,0,0,0,0,0
ISIC_0028520,1,0,0,0,0,0,0
ISIC_0028537,1,0,0,0,0,0,0
ISIC_0028543,1,0,0,0,0,0,0
ISIC_0028548,1,0,0,0,0,0,0
ISIC_0028565,1,0,0,0,0,0,0
ISIC_0028567,1,0,0,0,0,0,0
ISIC_0028579,1,0,0,0,0,0,0
ISIC_0028582,1,0,0,0,0,0,0
ISIC_0028584,1,0,0,0,0,0,0
ISIC_0028642,1,0,0,0,0,0,0
ISIC_0028655,1,0,0,0,0,0,0
ISIC_0028666,1,0,0,0,0,0,0
ISIC_0028685,1,0,0,0,0,0,0
ISIC_0028696,1,0,0,0,0,0,0
ISIC_0028709,1,0,0,0,0,0,0
ISIC_0028718,1,0,0,0,0,0,0
ISIC_0028746,1,0,0,0,0,0,0
ISIC_0028760,1,0,0,0,0,0,0
ISIC_0028764,1,0,0,0,0,0,0
ISIC_0028773,1,0,0,0,0,0,0
ISIC_0028777,1,0,0,0,0,0,0
ISIC_0028847,1,0,0,0,0,0,0
ISIC_0028860,1,0,0,0,0,0,0
ISIC_0028878,1,0,0,0,0,0,0
ISIC_0028897,1,0,0,0,0,0,0
ISIC_0028898,1,0,0,0,0,0,0
ISIC_0028899,1,0,0,0,0,0,0
ISIC_0028900,1,0,0,0,0,0,0
ISIC_0028901,1,0,0,0,0,0,0
ISIC_0028915,1,0,0,0,0,0,0
ISIC_0028916,1,0,0,0,0,0,0
ISIC_0028929,1,0,0,0,0,0,0
ISIC_0028930,1,0,0,0,0,0,0
ISIC_0028965,1,0,0,0,0,0,0
ISIC_0028968,1,0,0,0,0,0,0
ISIC_0028969,1,0,0,0,0,0,0
ISIC_0028984,1,0,0,0,0,0,0
ISIC_0029000,1,0,0,0,0,0,0
ISIC_0029013,1,0,0,0,0,0,0
ISIC_0029017,1,0,0,0,0,0,0
ISIC_0029021,1,0,0,0,0,0,0
ISIC_0029028,1,0,0,0,0,0,0
ISIC_0029033,1,0,0,0,0,0,0
ISIC_0029056,1,0,0,0,0,0,0
ISIC_0029081,1,0,0,0,0,0,0
ISIC_0029089,1,0,0,0,0,0,0
ISIC_0029092,1,0,0,0,0,0,0
ISIC_0029094,1,0,0,0,0,0,0
ISIC_0029146,1,0,0,0,0,0,0
ISIC_0029157,1,0,0,0,0,0,0
ISIC_0029163,1,0,0,0,0,0,0
ISIC_0029170,1,0,0,0,0,0,0
ISIC_0029172,1,0,0,0,0,0,0
ISIC_0029209,1,0,0,0,0,0,0
ISIC_0029212,1,0,0,0,0,0,0
ISIC_0029216,1,0,0,0,0,0,0
ISIC_0029238,1,0,0,0,0,0,0
ISIC_0029241,1,0,0,0,0,0,0
ISIC_0029242,1,0,0,0,0,0,0
ISIC_0029265,1,0,0,0,0,0,0
ISIC_0029271,1,0,0,0,0,0,0
ISIC_0029272,1,0,0,0,0,0,0
ISIC_0029281,1,0,0,0,0,0,0
ISIC_0029316,1,0,0,0,0,0,0
ISIC_0029318,1,0,0,0,0,0,0
ISIC_0029319,1,0,0,0,0,0,0
ISIC_0029343,1,0,0,0,0,0,0
ISIC_0029353,1,0,0,0,0,0,0
ISIC_0029363,1,0,0,0,0,0,0
ISIC_0029370,1,0,0,0,0,0,0
ISIC_0029397,1,0,0,0,0,0,0
ISIC_0029434,1,0,0,0,0,0,0
ISIC_0029453,1,0,0,0,0,0,0
ISIC_0029454,1,0,0,0,0,0,0
ISIC_0029473,1,0,0,0,0,0,0
ISIC_0029480,1,0,0,0,0,0,0
ISIC_0029495,1,0,0,0,0,0,0
ISIC_0029502,1,0,0,0,0,0,0
ISIC_0029512,1,0,0,0,0,0,0
ISIC_0029513,1,0,0,0,0,0,0
ISIC_0029538,1,0,0,0,0,0,0
ISIC_0029547,1,0,0,0,0,0,0
ISIC_0029558,1,0,0,0,0,0,0
ISIC_0029562,1,0,0,0,0,0,0
ISIC_0029570,1,0,0,0,0,0,0
ISIC_0029571,1,0,0,0,0,0,0
ISIC_0029574,1,0,0,0,0,0,0
ISIC_0029575,1,0,0,0,0,0,0
ISIC_0029591,1,0,0,0,0,0,0
ISIC_0029606,1,0,0,0,0,0,0
ISIC_0029630,1,0,0,0,0,0,0
ISIC_0029632,1,0,0,0,0,0,0
ISIC_0029642,1,0,0,0,0,0,0
ISIC_0029651,1,0,0,0,0,0,0
ISIC_0029652,1,0,0,0,0,0,0
ISIC_0029660,1,0,0,0,0,0,0
ISIC_0029698,1,0,0,0,0,0,0
ISIC_0029705,1,0,0,0,0,0,0
ISIC_0029726,1,0,0,0,0,0,0
ISIC_0029740,1,0,0,0,0,0,0
ISIC_0029744,1,0,0,0,0,0,0
ISIC_0029780,1,0,0,0,0,0,0
ISIC_0029819,1,0,0,0,0,0,0
ISIC_0029839,1,0,0,0,0,0,0
ISIC_0029843,1,0,0,0,0,0,0
ISIC_0029859,1,0,0,0,0,0,0
ISIC_0029884,1,0,0,0,0,0,0
ISIC_0029885,1,0,0,0,0,0,0
ISIC_0029893,1,0,0,0,0,0,0
ISIC_0029909,1,0,0,0,0,0,0
ISIC_0029913,1,0,0,0,0,0,0
ISIC_0029914,1,0,0,0,0,0,0
ISIC_0029933,1,0,0,0,0,0,0
ISIC_0029937,1,0,0,0,0,0,0
ISIC_0029958,1,0,0,0,0,0,0
ISIC_0029995,1,0,0,0,0,0,0
ISIC_0030002,1,0,0,0,0,0,0
ISIC_0030014,1,0,0,0,0,0,0
ISIC_0030031,1,0,0,0,0,0,0
ISIC_0030032,1,0,0,0,0,0,0
ISIC_0030034,1,0,0,0,0,0,0
ISIC_0030047,1,0,0,0,0,0,0
ISIC_0030060,1,0,0,0,0,0,0
ISIC_0030080,1,0,0,0,0,0,0
ISIC_0030083,1,0,0,0,0,0,0
ISIC_0030089,1,0,0,0,0,0,0
ISIC_0030106,1,0,0,0,0,0,0
ISIC_0030107,1,0,0,0,0,0,0
ISIC_0030110,1,0,0,0,0,0,0
ISIC_0030119,1,0,0,0,0,0,0
ISIC_0030122,1,0,0,0,0,0,0
ISIC_0030129,1,0,0,0,0,0,0
ISIC_0030134,1,0,0,0,0,0,0
ISIC_0030150,1,0,0,0,0,0,0
ISIC_0030165,1,0,0,0,0,0,0
ISIC_0030171,1,0,0,0,0,0,0
ISIC_0030183,1,0,0,0,0,0,0
ISIC_0030187,1,0,0,0,0,0,0
ISIC_0030192,1,0,0,0,0,0,0
ISIC_0030211,1,0,0,0,0,0,0
ISIC_0030223,1,0,0,0,0,0,0
ISIC_0030238,1,0,0,0,0,0,0
ISIC_0030246,1,0,0,0,0,0,0
ISIC_0030255,1,0,0,0,0,0,0
ISIC_0030277,1,0,0,0,0,0,0
ISIC_0030281,1,0,0,0,0,0,0
ISIC_0030324,1,0,0,0,0,0,0
ISIC_0030333,1,0,0,0,0,0,0
ISIC_0030356,1,0,0,0,0,0,0
ISIC_0030360,1,0,0,0,0,0,0
ISIC_0030366,1,0,0,0,0,0,0
ISIC_0030382,1,0,0,0,0,0,0
ISIC_0030390,1,0,0,0,0,0,0
ISIC_0030391,1,0,0,0,0,0,0
ISIC_0030417,1,0,0,0,0,0,0
ISIC_0030423,1,0,0,0,0,0,0
ISIC_0030440,1,0,0,0,0,0,0
ISIC_0030443,1,0,0,0,0,0,0
ISIC_0030445,1,0,0,0,0,0,0
ISIC_0030486,1,0,0,0,0,0,0
ISIC_0030501,1,0,0,0,0,0,0
ISIC_0030507,1,0,0,0,0,0,0
ISIC_0030512,1,0,0,0,0,0,0
ISIC_0030521,1,0,0,0,0,0,0
ISIC_0030539,1,0,0,0,0,0,0
ISIC_0030552,1,0,0,0,0,0,0
ISIC_0030564,1,0,0,0,0,0,0
ISIC_0030575,1,0,0,0,0,0,0
ISIC_0030604,1,0,0,0,0,0,0
ISIC_0030616,1,0,0,0,0,0,0
ISIC_0030623,1,0,0,0,0,0,0
ISIC_0030653,1,0,0,0,0,0,0
ISIC_0030681,1,0,0,0,0,0,0
ISIC_0030689,1,0,0,0,0,0,0
ISIC_0030695,1,0,0,0,0,0,0
ISIC_0030747,1,0,0,0,0,0,0
ISIC_0030754,1,0,0,0,0,0,0
ISIC_0030756,1,0,0,0,0,0,0
ISIC_0030759,1,0,0,0,0,0,0
ISIC_0030760,1,0,0,0,0,0,0
ISIC_0030784,1,0,0,0,0,0,0
ISIC_0030795,1,0,0,0,0,0,0
ISIC_0030798,1,0,0,0,0,0,0
ISIC_0030818,1,0,0,0,0,0,0
ISIC_0030824,1,0,0,0,0,0,0
ISIC_0030828,1,0,0,0,0,0,0
ISIC_0030843,1,0,0,0,0,0,0
ISIC_0030883,1,0,0,0,0,0,0
ISIC_0030898,1,0,0,0,0,0,0
ISIC_0030901,1,0,0,0,0,0,0
ISIC_0030910,1,0,0,0,0,0,0
ISIC_0030925,1,0,0,0,0,0,0
ISIC_0030929,1,0,0,0,0,0,0
ISIC_0030932,1,0,0,0,0,0,0
ISIC_0030950,1,0,0,0,0,0,0
ISIC_0030951,1,0,0,0,0,0,0
ISIC_0030970,1,0,0,0,0,0,0
ISIC_0030995,1,0,0,0,0,0,0
ISIC_0031005,1,0,0,0,0,0,0
ISIC_0031013,1,0,0,0,0,0,0
ISIC_0031023,1,0,0,0,0,0,0
ISIC_0031025,1,0,0,0,0,0,0
ISIC_0031034,1,0,0,0,0,0,0
ISIC_0031077,1,0,0,0,0,0,0
ISIC_0031087,1,0,0,0,0,0,0
ISIC_0031118,1,0,0,0,0,0,0
ISIC_0031146,1,0,0,0,0,0,0
ISIC_0031170,1,0,0,0,0,0,0
ISIC_0031177,1,0,0,0,0,0,0
ISIC_0031186,1,0,0,0,0,0,0
ISIC_0031189,1,0,0,0,0,0,0
ISIC_0031203,1,0,0,0,0,0,0
ISIC_0031208,1,0,0,0,0,0,0
ISIC_0031233,1,0,0,0,0,0,0
ISIC_0031239,1,0,0,0,0,0,0
ISIC_0031295,1,0,0,0,0,0,0
ISIC_0031303,1,0,0,0,0,0,0
ISIC_0031310,1,0,0,0,0,0,0
ISIC_0031339,1,0,0,0,0,0,0
ISIC_0031350,1,0,0,0,0,0,0
ISIC_0031368,1,0,0,0,0,0,0
ISIC_0031369,1,0,0,0,0,0,0
ISIC_0031377,1,0,0,0,0,0,0
ISIC_0031386,1,0,0,0,0,0,0
ISIC_0031389,1,0,0,0,0,0,0
ISIC_0031401,1,0,0,0,0,0,0
ISIC_0031406,1,0,0,0,0,0,0
ISIC_0031408,1,0,0,0,0,0,0
ISIC_0031410,1,0,0,0,0,0,0
ISIC_0031417,1,0,0,0,0,0,0
ISIC_0031479,1,0,0,0,0,0,0
ISIC_0031494,1,0,0,0,0,0,0
ISIC_0031498,1,0,0,0,0,0,0
ISIC_0031499,1,0,0,0,0,0,0
